Title: A Machine Learning Method to Infer Fundamental Stellar Parameters 
       from Photometric Light Curves  
Authors: Miller A.A., Bloom J.S., Richards J.W., Lee Y.S., Starr D.L., 
         Butler N.R., Tokarz S., Smith N., Eisner J.A. 
Table: SSPP Stellar Parameters for Hectospec Targets
================================================================================
Byte-by-byte Description of file: apj504861t3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units    Label  Explanations
--------------------------------------------------------------------------------
   1-  7 I7     ---      ID     Source identifier in the UWVSC 
   9- 12 F4.1   ---      P      Target priority for Hectospec observations
  14- 18 A5     ---      Flags  Analyis flags returned by the SSPP (1)
  20- 26 F7.1   K        Teff   Effective temperature (2)
  28- 34 F7.1   K       eTeff   Uncertainty in Teff  (2)
  36- 37 I2     ---    o_Teff   Number of methods used by SSPP to derive Teff
  39- 46 F8.2   [cm/s2]  log(g) Log surface gravity (2)
  48- 55 F8.2   [cm/s2] elog(g) Uncertainty in log(g) (2)
      57 I1     ---    o_log(g) Number of methods used by SSPP to derive log(g)
  59- 66 F8.2   [-]      [Fe/H] Metallicity (2)
  68- 75 F8.2   [-]     e[Fe/H] Uncertainty in [Fe/H] (2)
      77 I1     ---    o_[Fe/H] Number of methods used by SSPP to derive [Fe/H]
--------------------------------------------------------------------------------
Note (1): See Lee et al. 2008a.
Note (2): A -9999.00 indicates a NULL value.
--------------------------------------------------------------------------------
4554016  5.  nnnnn  5816.6   104.7  7     3.54     0.32 4    -0.74     0.06 4 
4579098  6.  lnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4733474  5.  nnnnn  4819.0   121.6  4     4.50     0.14 4    -0.52     0.04 1 
4820856  7.  nnBnn  5436.6    26.4  3     4.14     0.08 2    -0.30     0.05 1 
4875317  5.  nnnnT  6167.8   229.0  5     3.93     0.19 2    -0.69     0.03 1 
5035179  2.  nnnnn  5644.3   124.1  3     3.84     0.34 2    -0.58     0.04 1 
5035438  5.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5172595 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5176667  2.5 nnnnn  6157.4    70.7  9     4.28     0.19 6    -0.60     0.05 6 
5203288  3.  nnnnn  5664.0    76.7  8     4.21     0.15 6    -0.38     0.03 6 
5308102  3.  nnnnn  5861.7    61.4  9     4.17     0.15 6    -0.49     0.04 5 
5394277  5.  nnnnn  5786.2    77.5  8     4.14     0.21 6    -0.58     0.03 5 
5509835  2.  nnnnn  5760.1   124.3  4     3.84     0.06 2    -0.39     0.09 1 
5538317  7.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5604937  8.  nnBnT  6067.7   177.1  3     4.17     0.53 2    -0.57     0.07 1 
5808561  8.  nnBnn  5151.9    86.6  3     4.16     0.05 2    -0.42     0.09 1 
5961397  3.  nnnnn  5932.8    50.7  9     4.07     0.16 6    -0.70     0.02 5 
4301848  2.5 nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4548214  5.  nnnnn  4977.3   127.7  5     4.23     0.32 5    -0.65     0.08 4 
4642018  7.  nnnnn  5885.0   121.7  5     3.82     0.13 2    -0.86     0.03 1 
5149348  7.  nnBnn  4744.7   122.1  3     3.92     0.05 2    -1.47     0.10 1 
5411052  2.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5526559  9.  Nnnnn  4253.7    35.4  3     3.80     0.12 2    -0.46     0.06 1 
5594367  1.  nnnnn  5100.0   169.3  4     1.95     0.31 4    -1.14     0.08 4 
5777084 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
7906333  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4230023  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4605744  5.  nnnnn  5592.4    72.4  6     4.24     0.24 4    -0.39     0.09 5 
4637676  2.  nnnnn  4306.2    56.8  3     4.12     0.16 2    -0.96     0.09 1 
5023669  7.  nnBnn  5565.8   241.7  3     4.48     0.29 2    -0.10     0.04 1 
5095459  7.  nnnnn  4866.0   113.8  3     4.44     0.16 2    -0.90     0.10 1 
5216472  6.  nnnnn  6055.1   123.4  7     3.40     0.13 4    -2.49     0.08 3 
5360401  5.  nnBnn  4906.6    97.8  3     4.51     0.24 3    -0.46     0.13 2 
5507952  6.  nnnnn  5046.3    52.5  3     4.44     0.19 2    -0.75     0.04 2 
5536141  6.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4252499  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4293003  1.  nnnnn  5594.7   139.1  5     4.03     0.16 5     0.20     0.07 2 
4313256  8.  nnnnn  5597.5    48.8  6     4.17     0.31 4    -0.56     0.03 4 
4422110  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4483759  1.  nCnnT  5862.6   112.9  8     4.14     0.11 6    -0.26     0.04 7 
4514766  5.  nnBnn  5100.8    25.9  3     4.43     0.20 3    -0.27     0.10 1 
4567620  3.  nnnnn  4484.8    57.3  3     3.99     0.31 3    -0.23     0.11 1 
4606328 10.  nnnnn  6147.7   102.4  5     4.18     0.45 2    -0.62     0.04 1 
4676198  5.  NnnGn  4316.6    96.4  3     4.30     0.43 2    -1.04     0.08 1 
4721933  3.  nnnnn  4569.4    88.0  4     4.38     0.17 4    -0.31     0.13 2 
4814966  3.  nnnnn  5140.5    81.3  5     4.22     0.03 5    -0.34     0.09 1 
5068600  5.  Nnnnn  4190.9    55.1  2     4.71     0.10 1    -0.81     0.12 1 
5074938  2.  nnnnn  5793.9    76.3  8     4.22     0.15 6    -0.30     0.08 6 
5094194  5.  nnnnn  4317.0    63.8  3     4.36     0.30 3    -0.50     0.09 1 
5225722  8.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5326941  9.  nnnnn  5938.7   148.1  4     3.66     0.16 2    -0.82     0.04 1 
5343234  7.  nnBnn  5114.4   226.7  3     3.94     0.59 2    -0.70     0.09 1 
5360941  9.  nnnnn  4620.0    89.6  3     4.24     0.12 2    -1.15     0.07 1 
5523850  6.  Nnnnn  4582.2    34.3  3     4.24     0.02 2    -0.37     0.15 2 
5542585 10.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5546089  2.  nnnnn  6245.2    42.3  9     2.63     0.42 6    -1.25     0.06 7 
5604929  2.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5726724  2.  nnnGn  4308.5    78.7  3     4.20     0.11 2    -1.10     0.09 1 
5897013  6.  nnnnn  5599.4   120.8  6     3.88     0.39 4    -0.78     0.05 5 
5960847  8.  nnnnn  4834.3    37.0  3     4.11     0.28 2    -0.31     0.11 1 
6098080  4.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6099995  8.  nCnnT  5392.4   295.2  4     3.67     0.32 4    -0.23     0.13 4 
4301106  2.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4305492  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4325061  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4338779  5.  nnnnn  5779.8    98.6  6     4.32     0.20 4    -0.59     0.06 5 
4380553  1.  nnnnn  4483.3    19.3  3     3.50     0.49 3    -0.46     0.10 1 
4495694  1.  nnngn  4696.5    83.6  3     4.15     0.37 3    -1.74     0.33 3 
4553508  7.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4628729  9.  Nnnnn  4253.7    32.5  3     3.77     0.02 2    -0.30     0.07 1 
4804327  7.  nnngn  5052.5   110.9  3     4.37     0.04 2    -1.02     0.09 1 
4830564  1.  nnnnn  6313.4    82.2 10     3.02     0.29 7    -1.46     0.03 7 
5026557  2.  nnnnT  5584.7   613.5  4     2.31     0.45 2    -1.60     0.07 1 
5170653  3.  nnnnn  5087.2    97.3  5     3.71     0.32 5    -0.54     0.02 2 
5194891 10.  nCnnT  5394.1   367.8  3     4.20     0.04 2    -0.91     0.07 1 
5253672  2.5 nnngn  4699.1    99.2  3     3.53     0.79 3    -1.19     0.09 1 
5372368  5.  nnnnn  5281.8   129.7  4     4.22     0.16 4    -0.84     0.13 4 
5412113  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5481008  3.  nnnnn  5717.5    89.4  8     4.10     0.14 6    -0.42     0.02 5 
5520278 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5526898  6.  nnnnn  5019.9   134.8  4     4.16     0.24 4    -0.15     0.10 1 
5640671  2.  nnnnn  4900.6    98.0  4     2.48     0.27 4    -0.54     0.06 5 
5773638 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5889096  6.  nnnnT  5910.8   116.3  8     4.23     0.11 6    -0.65     0.05 7 
5911959  1.  nnngn  5253.6   236.4  5     4.01     0.31 4    -1.05     0.06 2 
6077612  8.  nnnnn  5492.2   133.0  6     3.71     0.27 4    -0.79     0.06 2 
6094498  6.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4263452  5.  NnBnn  5291.9   163.8  3     4.13     0.39 2    -0.91     0.08 1 
4282211  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4339441  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4717200  1.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4879619  5.  nnngn  4795.3    95.3  4     4.57     0.08 4    -1.03     0.02 3 
5016434  8.  Nnnnn  4685.5   146.1  3     4.05     0.07 2    -0.08     0.09 1 
5017624  5.  nnnnn  6097.1    33.2  7     3.69     0.39 4    -0.59     0.04 4 
5075171 10.  nnnnn  6050.7   105.2  5     4.19     0.38 2    -0.79     0.06 1 
5143160  2.  nnnnn  5837.6    83.5  8     4.21     0.18 6    -0.46     0.01 4 
5147597  3.  nnnnn  5307.0    95.3  5     4.28     0.17 5    -0.03     0.12 5 
5163379  9.  nnnnn  6083.6   187.6  5     3.88     0.77 2    -0.95     0.05 1 
5207433  5.  Nnnnn  4330.0   135.9  2     3.83     0.11 1    -0.65     0.11 1 
5486585  7.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5522052  1.  nnnnn  4611.6    75.9  4     4.18     0.04 4    -0.40     0.11 2 
5601477  5.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5637848  4.  nnnnn  5916.1    89.9  6     4.16     0.16 3    -0.31     0.07 5 
5670767  6.  nnnnn  5740.0    74.1  8     4.19     0.13 6    -0.35     0.08 5 
5729416  9.  nnngn  5344.4    96.7  3     4.26     0.21 2    -1.02     0.09 1 
5759773  6.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6096281  6.  nnnnn  5718.0    99.9  7     3.83     0.29 4    -0.22     0.03 4 
4196701  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4293263 10.  Nnnnn  5173.3    25.9  3     4.17     0.04 2    -0.36     0.09 1 
4429177  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4481281  4.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4604368  5.  nnnnn  4921.0    51.9  3     4.62     0.09 3    -0.76     0.10 2 
5075375  5.  nnnnn  5860.3    58.2  9     3.95     0.18 6    -0.81     0.05 6 
5219645  3.  nnnnn  5058.0   110.9  5     4.51     0.18 5    -0.76     0.03 5 
5250102  5.  nnnnn  5549.2    69.8  8     4.33     0.21 6    -0.91     0.07 7 
5289121  2.  nnnnn  5260.0    83.6  5     4.38     0.15 5    -0.45     0.12 4 
5299214  3.  nnnGn  4186.4    91.7  2     4.26     0.03 2    -1.43     0.08 1 
5312766  2.  nnnnn  5115.0   232.2  5     4.04     0.26 5    -0.37     0.10 1 
5386078  3.  nnnnn  5244.9   119.5  5     4.40     0.11 5    -0.23     0.07 5 
5401258  6.  nnnnn  5180.1   114.4  5     4.37     0.19 5    -0.51     0.05 2 
5424950  6.  nnnGn  4310.1    57.1  4     4.41     0.17 4    -1.20     0.07 2 
5489400  7.  nnnnn  5699.2   184.8  4     4.29     0.21 2    -0.32     0.11 1 
5825086  2.  Nnnnn  4635.2   108.8  3     4.06     0.08 2    -0.30     0.08 1 
5968404  6.  Nnnnn  5597.6   112.3  4     4.28     0.06 2    -0.39     0.06 1 
6054980  2.  nnnnn  6091.8    63.2  9     3.74     0.09 6    -0.89     0.04 4 
6086019  5.  nnnnn  5325.1    87.3  3     4.05     0.22 2    -0.28     0.08 1 
4155699  7.  nnnnn  5411.6    92.5  5     3.52     0.33 4    -0.82     0.01 4 
4205838  5.  lnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4309593  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4416432  5.  nnngn  5901.0    93.7  8     4.43     0.04 6    -1.06     0.07 6 
4445680 10.  nnngn  5215.3    79.0  3     3.78     0.29 2    -1.04     0.14 1 
4459588  3.  nnnnn  4433.5    44.2  4     4.16     0.28 4    -0.95     0.11 2 
4516006  1.  nnnnn  5542.1   123.8  3     3.92     0.31 2    -0.44     0.04 1 
4728094  7.  nnBnn  4917.9    98.4  3     3.57     0.12 2    -0.64     0.07 1 
4729956  7.  nnnnn  5622.0    85.3  3     3.93     0.62 2    -0.91     0.09 1 
4869319  1.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5111808  5.  nnnnn  4982.6    33.2  3     4.50     0.16 3    -0.62     0.10 1 
5132978  5.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5133588  7.  nnnnT  5597.8    39.7  6     3.59     0.17 4    -0.39     0.03 4 
5332491  5.  nnnnn  5485.1    57.1  5     3.85     0.18 4    -0.48     0.09 3 
5366649  2.  nnnnn  5699.0    64.3  7     4.17     0.15 6     0.06     0.05 4 
5388733  3.  nnnnn  5858.4    71.3  9     4.06     0.18 6    -0.38     0.04 4 
5575058  2.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5746541  3.  nnnnn  5826.0    91.4  8     4.11     0.17 6    -0.27     0.06 3 
5816586  6.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6003553 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6054710  6.  NnBnn  5208.7   142.6  3     4.06     0.22 2    -0.38     0.11 1 
4250465  8.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4257308  5.  nnnnn  5648.9    63.1  9     4.19     0.18 6    -0.41     0.07 6 
4321631  2.  nnnnn  5915.9    45.7  9     4.08     0.14 6    -0.11     0.02 6 
4501842  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4541832 10.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4554204  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4560977  2.  nnnnn  5384.5    60.4  7     3.42     0.20 6    -0.50     0.04 6 
4732676  1.  nnnnn  4737.7    75.2  4     2.86     0.31 4    -0.59     0.06 3 
4799881  5.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4857420  6.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5141569  5.  nnBnn  4927.1    93.7  4     4.41     0.24 4    -0.94     0.05 2 
5170481  8.  nnnnn  5216.3   146.9  5     3.99     0.32 4    -0.93     0.09 4 
5228985  2.  nCnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5231261  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5233888 10.  Nnnnn  4737.6    65.4  3     4.54     0.02 2    -0.88     0.09 1 
5437060  1.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5484171  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5772277  5.  nnnnn  5041.4   103.2  4     4.33     0.07 4    -0.19     0.10 3 
5774574  6.  nnnnn  5811.4   137.8  6     4.34     0.25 4    -0.59     0.01 2 
5809732  4.  nnngn  4500.6    81.3  4     4.51     0.18 4    -1.10     0.14 3 
5856163  2.5 nnnnn  4802.8    76.0  3     3.96     0.08 2    -1.38     0.29 3 
5943990  4.  nnnnn  4814.6    93.5  4     4.29     0.04 4    -0.39     0.09 1 
4210340  2.  nnnnn  5234.9   116.6  5     4.11     0.04 5    -0.40     0.06 2 
4224631  1.  nnnnn  4360.4    33.5  4     4.28     0.30 4    -0.79     0.07 1 
4284121  5.  nnnnn  4924.4    55.9  3     4.53     0.20 2    -0.97     0.11 1 
4364710  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4367343  7.  nnnnn  5636.4    15.9  4     3.67     0.20 2    -0.83     0.10 1 
4469643  3.  nnnnn  4588.6   102.9  4     4.33     0.15 4    -0.35     0.12 2 
4616450  5.  nnnnT  5304.2   151.0  6     4.18     0.36 4    -0.19     0.05 3 
4647874  5.  nnnGn  5909.7    75.7  4     3.78     0.82 2    -1.14     0.06 1 
4706475  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4841641  5.  nnnnn  5909.4    73.5  7     4.31     0.25 4    -0.54     0.07 2 
5076105  9.  nnBnn  5565.6   183.6  4     4.02     0.15 2    -0.90     0.04 1 
5103144  6.  nnnnn  4693.4    65.3  3     4.48     0.05 2    -0.28     0.04 1 
5128398  9.  nnnnn  5970.3     8.8  5     3.44     0.51 2    -0.36     0.07 1 
5178231  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5203880  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5255182  9.  nnnnn  5598.3   231.6  3     4.41     0.12 2    -0.30     0.09 1 
5306555  4.  nnnnn  5001.2   109.7  4     3.61     0.06 4    -0.50     0.03 3 
5325367  9.  nnnnn  4588.4    38.1  3     4.00     0.29 2    -0.95     0.08 1 
5515363 10.  nnBGn  5455.6   138.6  4     2.98     0.43 2    -1.24     0.11 1 
5641042  4.  nnBnn  5275.3    86.2  5     4.26     0.06 3    -0.54     0.10 5 
5843828  7.  nnBnn  5213.5    91.5  5     4.41     0.11 3    -0.70     0.04 5 
5966063  3.  nnBnn  5526.7   101.4  7     4.35     0.15 6    -0.29     0.09 6 
5982726  6.  nnnnn  5415.3   202.2  3     4.46     0.25 3    -0.76     0.08 2 
4260685  2.  nnnnn  6253.7    58.8 10     3.79     0.04 7    -0.55     0.02 6 
4276566  2.5 nnnnn  4971.9   137.2  4     4.21     0.22 4    -0.90     0.10 2 
4311919  9.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4421045  5.  nnBnn  4989.1    81.8  4     4.48     0.16 4    -0.67     0.06 1 
4619525  3.  nnngn  4209.8    81.5  4     4.41     0.25 4    -1.47     0.06 3 
4643058  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4692752  2.  nnBnn  4782.0    88.6  4     3.94     0.05 4    -0.20     0.08 2 
4707507  1.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4731174  3.  nnnnn  5833.8    63.5  9     4.00     0.14 6    -0.41     0.03 6 
5066709  8.  nnnnn  4899.8    63.9  3     4.43     0.05 2    -0.56     0.07 1 
5068885 10.  nnnnn  5838.8   166.5  5     3.89     0.09 2    -0.45     0.11 1 
5195313  7.  Nnnnn  4660.3    52.8  3     4.20     0.02 2    -0.57     0.11 1 
5228899  3.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5295811  6.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5311755  5.  nnnnn  4350.5    11.0  4     4.17     0.35 4    -0.83     0.08 1 
5473070  1.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5495944  9.  nnnGn  5394.4    70.2  3     3.59     0.58 2    -1.36     0.06 1 
5529360  9.  nnnnn  5743.0   180.7  5     4.00     0.06 2    -0.74     0.05 1 
5601654  8.  nnBnn  5726.3    60.8  6     3.83     0.08 4    -0.54     0.15 4 
5632098  2.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5731635  2.5 nnnnn  5473.1   131.7  7     3.96     0.21 6    -0.53     0.07 4 
6089859  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6094781  3.  nnnnn  5969.9    91.4  9     3.92     0.18 6    -0.67     0.09 5 
4157427  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4214096  5.  nnnnn  5604.4    57.4  3     4.30     0.20 2    -0.71     0.10 1 
4234908  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4239466  1.  nnnnn  5831.3    72.2  6     3.87     0.33 4    -0.90     0.08 4 
4256216  1.  nCnnP  5454.1   239.3  6     2.26     1.01 3    -2.12     0.25 1 
4512209  9.  NCnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4664434  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4667110  9.  nnnnn  6615.9    90.0  8     3.99     0.28 5    -1.99     0.14 3 
4731234  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4808587  2.  nnnnn  6017.1    40.9  9     3.93     0.09 6    -0.10     0.04 7 
5062448  1.  nnnGn  5776.9    96.6  5     3.64     0.11 2    -1.81     0.07 1 
5137168  6.  nnnnn  5521.2    81.3  6     3.89     0.07 4    -0.50     0.11 3 
5148317  1.  nnnnn  5936.7   157.4  9     3.99     0.17 6    -0.78     0.11 4 
5216505  7.  nnBnn  5567.2   152.7  3     4.50     0.16 2    -0.22     0.10 1 
5219890  5.  nnngn  4370.2    68.7  3     4.29     0.20 3    -1.07     0.07 2 
5317519  6.  nnnnn  6039.6   110.1  7     4.18     0.31 4    -0.63     0.04 3 
5335540  7.  nnnnn  5573.0   142.8  4     4.13     0.21 2    -0.86     0.03 1 
5364554  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5470212  2.5 nnnnn  5729.5    86.2  9     4.32     0.09 6     0.05     0.07 4 
5577617  8.  nnnnn  5850.1    90.6  6     3.58     0.21 4    -0.42     0.02 4 
5674117  6.  nnnGn  5006.4   165.5  3     3.76     0.46 3    -1.08     0.05 2 
5692927  2.  nnnnn  5257.4    97.0  7     3.65     0.08 6    -0.96     0.03 6 
6032356  6.  nnBgn  5540.2    87.6  4     3.11     0.26 4    -1.12     0.13 3 
6086920  5.  nnnnn  4156.7   106.1  3     3.63     0.32 2    -0.59     0.10 1 
6095466 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4244926  7.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4279122  3.  nnnnn  5341.8    36.9  5     3.69     0.07 4    -0.82     0.04 5 
4368562  2.5 nnnnn  4488.0   106.3  3     3.25     0.12 2    -0.67     0.14 1 
4465610  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4469608  5.  NnnGn  4227.9    54.8  2     3.90     0.16 2    -1.07     0.09 1 
4481235  3.  nCnnn  5710.6   247.5  3     4.17     0.26 4    -0.59     0.09 3 
4712017  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4842850  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4843792  1.  nnnnn  6484.6    27.3 10     2.68     0.41 7    -1.60     0.04 8 
5017568  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5026401  5.  lnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5026969  9.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5128265  7.  nnnnn  4980.7    61.2  3     4.57     0.16 3    -0.98     0.07 1 
5147370  2.  nnnnn  5219.5    66.2  7     3.21     0.22 6    -0.76     0.08 3 
5158147  9.  nnnnn  5562.1    98.7  4     4.06     0.22 2    -0.68     0.09 1 
5186024  5.  nnnnn  5517.9    61.1  8     4.01     0.16 6    -0.24     0.06 3 
5354784  6.  nnnnn  5901.2    46.9  9     3.90     0.20 6    -0.64     0.03 5 
5406507  3.  nnnnn  4723.5   137.1  4     3.71     0.06 4    -0.67     0.11 2 
5501175  3.  nnnnn  4739.5    73.5  4     4.46     0.16 4    -0.53     0.02 3 
5709880  7.  Nnnnn  5633.8    70.7  4     4.23     0.04 2    -0.62     0.03 1 
5732250  4.  nnnnn  5434.0   139.8  5     4.18     0.17 5    -0.43     0.11 3 
5752976  4.  nnnnn  4860.4    89.8  4     4.52     0.12 4    -0.90     0.10 1 
5801561  3.  lnnnn  4252.6    94.7  3     4.01     0.62 2    -0.31     0.08 1 
5831509  3.  nnnnn  5962.2    86.1  8     3.90     0.17 6    -0.81     0.02 5 
5965330  2.5 nnnnn  4644.6   221.7  4     4.31     0.24 4    -0.69     0.12 2 
6002099  6.  nnnnn  4828.1    84.1  5     4.41     0.04 5    -0.86     0.01 5 
4161350  1.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4254146  7.  nnnGn  6199.0    94.3  5     3.64     0.41 2    -1.20     0.10 1 
4298876 10.  nnnnn  6292.9    45.8  5     3.77     0.35 2    -1.42     0.10 1 
4324088  5.  Nnnnn  4858.2    77.7  3     4.46     0.04 2    -0.76     0.13 1 
4434065  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4489980  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4560192 10.  NnBgn  4818.8    95.0  3     4.02     0.49 2    -1.21     0.15 1 
